product_id,product_name,Major Category,Sub Category,discounted_price,actual_price,discount_percentage,user_id,user_name,review_id,review_title,review_content,rating,rating_count
B0B61GCHC1,"LS LAPSTER Quality Assured USB 2.0 morpho cable, morpho device cable for Mso 1300 E3/E2/E Biometric Finger Print Scanner morpho USB cable (Black)",Computers&Accessories,USBCables,₹199,₹999,80%,AGHWV3HO2KMHJ57FQWMB44DPA3CQ,Vijay kumar sahu,R111DGF0O8W1N8,Thickness of cable to be reduced.,The cable works well. But it is little bulky and not able to fit properly in the original cover of the device.,4.3,87
B0B61GCHC1,"LS LAPSTER Quality Assured USB 2.0 morpho cable, morpho device cable for Mso 1300 E3/E2/E Biometric Finger Print Scanner morpho USB cable (Black)",Computers&Accessories,USBCables,₹199,₹999,80%,AFH4LWW2SJ3GJZ36UGIO5CSYNQUQ,Santosh,R111DGF0O8W1N8,USB ke pass or mjbuti Dena chahiye,,4.3,87
B07RX14W1Q,"Amazon Basics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord, 1.8 Meter, Dark Grey",Electronics,HDMICables,₹499,₹900,45%,AHQ5G6EGXY74B4KQMOZP3VR27OEQ,chittibabu,R2BR9VTFE775OW,Super,Nice working,4.4,"2,165"
B07RX14W1Q,"Amazon Basics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord, 1.8 Meter, Dark Grey",Electronics,HDMICables,₹499,₹900,45%,AGBM6XWLSNKT4IOFPFVWRDJLA5SA,Deepak dhummansure,R2BR9VTFE775OW,Working good,Using this for my car honda civic working good.I am still looking for a cast screen cables.,4.4,"2,165"
B07RX14W1Q,"Amazon Basics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord, 1.8 Meter, Dark Grey",Electronics,HDMICables,₹499,₹900,45%,AGPIXFD7PBE4NDKHEUNQ4FBFT4LQ,Aadi,R2BR9VTFE775OW,Working well👍,Good 😊,4.4,"2,165"
B07RX14W1Q,"Amazon Basics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord, 1.8 Meter, Dark Grey",Electronics,HDMICables,₹499,₹900,45%,AFVSDNS5AEWGUFPXMZO5ZUOYOVFQ,Viswa,R2BR9VTFE775OW,Excellent one. Worth buying,I am using separate monitor and a laptop for my office work. While using local hdmi cable,4.4,"2,165"
B09PLD9TCD,Kodak 126 cm (50 inches) Bezel-Less Design Series 4K Ultra HD Smart Android LED TV 50UHDX7XPROBL (Black),Electronics,SmartTelevisions,"₹26,999","₹42,999",37%,AH7535IQDY5KVV2I6ASNOZJC4KAA,Mahesh savale,R1UFECRZY2H7ZR,Kodak tv,V nice and good,4.2,"1,510"
B09PLD9TCD,Kodak 126 cm (50 inches) Bezel-Less Design Series 4K Ultra HD Smart Android LED TV 50UHDX7XPROBL (Black),Electronics,SmartTelevisions,"₹26,999","₹42,999",37%,AEHBFH46VYKCD4FWZ3AQ5GFSSILQ,Bsharat Ali,R1UFECRZY2H7ZR,Excellent,Excellent,4.2,"1,510"
B09PLD9TCD,Kodak 126 cm (50 inches) Bezel-Less Design Series 4K Ultra HD Smart Android LED TV 50UHDX7XPROBL (Black),Electronics,SmartTelevisions,"₹26,999","₹42,999",37%,AF7NGHQSFHIKMD3KTJGPRZ2SC3GA,vipin gupta,R1UFECRZY2H7ZR,Kodak 32inh,Picture quality moderateSound quality moderateRemote access moderateAs per price product is Good.Product is Worth to buy .,4.2,"1,510"
B09PLD9TCD,Kodak 126 cm (50 inches) Bezel-Less Design Series 4K Ultra HD Smart Android LED TV 50UHDX7XPROBL (Black),Electronics,SmartTelevisions,"₹26,999","₹42,999",37%,AHX44XKUX5DHSXDUZBLZCC5SDUOQ,Bunty s,R1UFECRZY2H7ZR,Kodak tv,Good tv with good service,4.2,"1,510"
B0B8ZKWGKD,"ZORBES® Wall Adapter Holder for Alexa Echo Dot 4th Generation,A Space-Saving Solution with Cord Management for Your Smart Home Speakers -White (Holder Only)",Electronics,TVWall&CeilingMounts,₹893,"₹1,052",15%,AFRFZ7MZMMLKCQJ726M5IWMCUUKA,Pranjal,R122PZXYO9V78,Concept is great but not at all value for money,,4.3,106
B0B8ZKWGKD,"ZORBES® Wall Adapter Holder for Alexa Echo Dot 4th Generation,A Space-Saving Solution with Cord Management for Your Smart Home Speakers -White (Holder Only)",Electronics,TVWall&CeilingMounts,₹893,"₹1,052",15%,AHJOQPAW3DZ6NX2UWUY2X7BXV3KQ,Bharat gupta,R122PZXYO9V78,Perfect,rest the cost is no doubt on a higher side,4.3,106
B0B8ZKWGKD,"ZORBES® Wall Adapter Holder for Alexa Echo Dot 4th Generation,A Space-Saving Solution with Cord Management for Your Smart Home Speakers -White (Holder Only)",Electronics,TVWall&CeilingMounts,₹893,"₹1,052",15%,AEQ3IH2E5DAMIRDUFHOTNIEWL23Q,sumit,R122PZXYO9V78,Product is very useful,Ya an amazing fit for my Alexa and very easy to place anywhere on any socket.,4.3,106
B0B8ZKWGKD,"ZORBES® Wall Adapter Holder for Alexa Echo Dot 4th Generation,A Space-Saving Solution with Cord Management for Your Smart Home Speakers -White (Holder Only)",Electronics,TVWall&CeilingMounts,₹893,"₹1,052",15%,AHRPVGGGZJZFR2WRX3YOTB2FI7GQ,Sreekumar.P.S,R122PZXYO9V78,Nice but a little bit weak,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51IaTiIf2GL._SY88.jpg,4.3,106
B09NNJ9WYM,Sansui 80cm (32 inches) HD Ready Smart LED TV JSY32SKHD (BLACK) With Bezel-less Design,Electronics,SmartTelevisions,"₹10,990","₹19,990",45%,AEGZAYS4PGUN7JSO2F4KZDPBJTPQ,Ajay Kumar,RBVWNT5DJQ11U,Service,The worst service given by Amazon,3.7,129
B09NNJ9WYM,Sansui 80cm (32 inches) HD Ready Smart LED TV JSY32SKHD (BLACK) With Bezel-less Design,Electronics,SmartTelevisions,"₹10,990","₹19,990",45%,AHEDSBYCVNXRZQXM3RHURJ2OAVJQ,Nitin Wadhwa,RBVWNT5DJQ11U,Software,Quality is good,3.7,129
B09NNJ9WYM,Sansui 80cm (32 inches) HD Ready Smart LED TV JSY32SKHD (BLACK) With Bezel-less Design,Electronics,SmartTelevisions,"₹10,990","₹19,990",45%,AHGFMDVEL533SHTU5ZLYSVFYBWTQ,BHARAT PARMAR,RBVWNT5DJQ11U,Quality super,software is not updated you should give updated versions.,3.7,129
B09NNJ9WYM,Sansui 80cm (32 inches) HD Ready Smart LED TV JSY32SKHD (BLACK) With Bezel-less Design,Electronics,SmartTelevisions,"₹10,990","₹19,990",45%,AFWTJUGLV54OEGCP3BM3ADUOJBMA,SNRAO,RBVWNT5DJQ11U,Good picture and product,Picture quality not God,3.7,129
B08H5L8V1L,"Synqe USB Type C Fast Charging Cable 2M Charger Cord Data Cable Compatible with Samsung Galaxy M51,Galaxy M31S, S10e S10 S9 S20 Plus, Note10 9 8,M40 A50 A70, Redmi Note 9, Moto G7, Poco F1 (2M, Grey)",Computers&Accessories,USBCables,₹379,"₹1,099",66%,AHLV4POL25DONGJ2Z2BDVAI72QEA,Sparrsh Sharrma,R1QF0ET8A7E6WA,Good And Durable,Purcahsed 2 pieces. Supports fast charing,4.3,"3,049"
B08H5L8V1L,"Synqe USB Type C Fast Charging Cable 2M Charger Cord Data Cable Compatible with Samsung Galaxy M51,Galaxy M31S, S10e S10 S9 S20 Plus, Note10 9 8,M40 A50 A70, Redmi Note 9, Moto G7, Poco F1 (2M, Grey)",Computers&Accessories,USBCables,₹379,"₹1,099",66%,AFGH45ZSJMWCXSPLJSCXHMGAACSA,Pradeep,R1QF0ET8A7E6WA,Value for money product.,good compatible with many devices. Braided cable protects from uneven bend,4.3,"3,049"
B08H5L8V1L,"Synqe USB Type C Fast Charging Cable 2M Charger Cord Data Cable Compatible with Samsung Galaxy M51,Galaxy M31S, S10e S10 S9 S20 Plus, Note10 9 8,M40 A50 A70, Redmi Note 9, Moto G7, Poco F1 (2M, Grey)",Computers&Accessories,USBCables,₹379,"₹1,099",66%,AFKDOXOXP7HNZMXU7N6CLFCUSE3Q,N. S.,R1QF0ET8A7E6WA,Good product.,Liked the length of the wire. The quality is good. Does it's job.,4.3,"3,049"
B08H5L8V1L,"Synqe USB Type C Fast Charging Cable 2M Charger Cord Data Cable Compatible with Samsung Galaxy M51,Galaxy M31S, S10e S10 S9 S20 Plus, Note10 9 8,M40 A50 A70, Redmi Note 9, Moto G7, Poco F1 (2M, Grey)",Computers&Accessories,USBCables,₹379,"₹1,099",66%,AG5PQBEQ6IWIZNMYDDK4K7NQKWSQ,Amazon Customer,R1QF0ET8A7E6WA,Charger is good,Now these days smartphone are so expensive and we are very careful about that,4.3,"3,049"
B08H5L8V1L,"Synqe USB Type C Fast Charging Cable 2M Charger Cord Data Cable Compatible with Samsung Galaxy M51,Galaxy M31S, S10e S10 S9 S20 Plus, Note10 9 8,M40 A50 A70, Redmi Note 9, Moto G7, Poco F1 (2M, Grey)",Computers&Accessories,USBCables,₹379,"₹1,099",66%,AE7FMASDWJPQ4VPAOQ4OEI46T72Q,monika,R1QF0ET8A7E6WA,Cable is working as expected.,but once our charging cable lost or broken,4.3,"3,049"
B08H5L8V1L,"Synqe USB Type C Fast Charging Cable 2M Charger Cord Data Cable Compatible with Samsung Galaxy M51,Galaxy M31S, S10e S10 S9 S20 Plus, Note10 9 8,M40 A50 A70, Redmi Note 9, Moto G7, Poco F1 (2M, Grey)",Computers&Accessories,USBCables,₹379,"₹1,099",66%,AHJ7NZA7ITERDVQAZREZMU6X74KA,Kritika G.,R1QF0ET8A7E6WA,The best cable till now,we will think about the right one. Before purchasing i was visit many local shop and also search many brands here but finally i choose this one,4.3,"3,049"
B08H5L8V1L,"Synqe USB Type C Fast Charging Cable 2M Charger Cord Data Cable Compatible with Samsung Galaxy M51,Galaxy M31S, S10e S10 S9 S20 Plus, Note10 9 8,M40 A50 A70, Redmi Note 9, Moto G7, Poco F1 (2M, Grey)",Computers&Accessories,USBCables,₹379,"₹1,099",66%,AEEWJRWNATTBY7SQIK5QZEUELLXA,Atul kumar,R1QF0ET8A7E6WA,Good 👍,it's really work good,4.3,"3,049"
B0B8CXTTG3,MI 80 cm (32 inches) HD Ready Smart Android LED TV 5A Pro | L32M7-EAIN (Black),Electronics,SmartTelevisions,"₹16,999","₹25,999",35%,AHEVOQADJSSRX7DS325HSFLMP7VQ,Manoj maddheshiya,R13UTIA6KOF6QV,It is the best tv if you are getting it in 10-12k,Pros- xiomi 5a is best in budget-Nice picture quality-Very nice audio output- Full of featureCONS- sometimes tv lags-Sometimes stucksIn this prize range all tv having cons like this.::Overall nice tv,4.2,"32,840"
B0B8CXTTG3,MI 80 cm (32 inches) HD Ready Smart Android LED TV 5A Pro | L32M7-EAIN (Black),Electronics,SmartTelevisions,"₹16,999","₹25,999",35%,AHUJZOV34DFEN55QQ5XOYKVKHV6Q,Jean-Louis M.,R13UTIA6KOF6QV,Good product.,Uses as connectes TV the picture is very good. I was hopping a best level of song. Globaly it is a good product.,4.2,"32,840"
B0B8CXTTG3,MI 80 cm (32 inches) HD Ready Smart Android LED TV 5A Pro | L32M7-EAIN (Black),Electronics,SmartTelevisions,"₹16,999","₹25,999",35%,AE2ODWBBOBD2SITDDIEJ644OSRFQ,syed azhar abbas,R13UTIA6KOF6QV,Great experience everything is fantastic 🤠,Greater then ever,4.2,"32,840"
B09HCH3JZG,"Bestor ® 8K Hdmi 2.1 Cable 48Gbps 9.80Ft/Ultra High Speed Hdmi Braided Cord For Roku Tv/Ps5/Hdtv/Blu-Ray Projector, Laptop, Television, Personal Computer, Xbox, Ps4, Ps5, Ps4 Pro (1 M, Grey)",Electronics,HDMICables,₹699,"₹1,899",63%,AG6CREU25N6P2H7RCHNIU6GGJ5BA,Aakaash Ramchandani,R2M315YGOB9RN3,Great value for ultra hi speed HDMI!,Would have liked the product to be in the company box sealed. I'm not sure why that is not possible these days. It seems to be a common trend to ship in a separate pack. Why can't we have company box pack?,4.4,390
B09HCH3JZG,"Bestor ® 8K Hdmi 2.1 Cable 48Gbps 9.80Ft/Ultra High Speed Hdmi Braided Cord For Roku Tv/Ps5/Hdtv/Blu-Ray Projector, Laptop, Television, Personal Computer, Xbox, Ps4, Ps5, Ps4 Pro (1 M, Grey)",Electronics,HDMICables,₹699,"₹1,899",63%,AERWNTV3FQB42AN6DXOZ24NJGOBQ,Keyur suthar,R2M315YGOB9RN3,material,look,4.4,390
B09HCH3JZG,"Bestor ® 8K Hdmi 2.1 Cable 48Gbps 9.80Ft/Ultra High Speed Hdmi Braided Cord For Roku Tv/Ps5/Hdtv/Blu-Ray Projector, Laptop, Television, Personal Computer, Xbox, Ps4, Ps5, Ps4 Pro (1 M, Grey)",Electronics,HDMICables,₹699,"₹1,899",63%,AEMCWVMV6Y54NDS7ATPFHVTWVAXQ,mahantesh,R2M315YGOB9RN3,Perfect cable and I'm getting 120Hz 4k when connected to my freesync-certified TV 55Q80T,Perfect cable and I'm getting 120Hz 4k when connected to my freesync-certified TV 55Q80T.Ignore the other expensive cables. The only catch was there was no proper packing and came in a branded polybag stuff which could have been used as a simple carton box to protect it from transportation.,4.4,390
B097JVLW3L,Irusu Play VR Plus Virtual Reality Headset with Headphones for Gaming (Black),Electronics,3DGlasses,"₹2,699","₹3,500",23%,AF3KXMJ35ELNULRGLJMSPONWTBLQ,Wasim Mulla,R2RS5DJTMPR9KH,Really great device,The product is over all good,3.5,621
B097JVLW3L,Irusu Play VR Plus Virtual Reality Headset with Headphones for Gaming (Black),Electronics,3DGlasses,"₹2,699","₹3,500",23%,AE36KAI4PDY27JY3SBFA62OR6TFQ,Devi sree Prasad,R2RS5DJTMPR9KH,Good,Very nice product 👍,3.5,621
B09SB6SJB4,"Amazon Brand - Solimo Fast Charging Braided Type C Data Cable Seam, Suitable For All Supported Mobile Phones (1 Meter, Black)",Computers&Accessories,USBCables,₹129,₹599,78%,AFCE74YZAML4IHESYR224MZD4D7Q,Ajay Kumar Balusu,R2P1ZOKUIQWNZH,Good,It's working good and satisfied.. Good quality as well,4.1,265
B09SB6SJB4,"Amazon Brand - Solimo Fast Charging Braided Type C Data Cable Seam, Suitable For All Supported Mobile Phones (1 Meter, Black)",Computers&Accessories,USBCables,₹129,₹599,78%,AEN4WTJM4LZPL4GF7CQJLZDRUJBA,Jyothis,R2P1ZOKUIQWNZH,Fast Charging works better than original cable!!,I was surprised to see this. When I checked current rating in Ampere app while charging,4.1,265
B09SB6SJB4,"Amazon Brand - Solimo Fast Charging Braided Type C Data Cable Seam, Suitable For All Supported Mobile Phones (1 Meter, Black)",Computers&Accessories,USBCables,₹129,₹599,78%,AFDZ5JKR7YVO5FBAT6XGIZH3P3OA,Harkaran Singh,R2P1ZOKUIQWNZH,Durable cable,it shows more current than what I saw while using company original cable. This is just awesome. Cable material looks really premium. Only thing is the connectors are bit rigid at both ends. The fitting of the ports is acceptable,4.1,265
B09SB6SJB4,"Amazon Brand - Solimo Fast Charging Braided Type C Data Cable Seam, Suitable For All Supported Mobile Phones (1 Meter, Black)",Computers&Accessories,USBCables,₹129,₹599,78%,AGQ6XAIJVAAWQFJO6OA3UYVHJF2Q,Rohit Verma,R2P1ZOKUIQWNZH,Low performance compare to original data cable,Some quality issues,4.1,265
B09SB6SJB4,"Amazon Brand - Solimo Fast Charging Braided Type C Data Cable Seam, Suitable For All Supported Mobile Phones (1 Meter, Black)",Computers&Accessories,USBCables,₹129,₹599,78%,AELYCP5LN46WKAK7WQMEJRNRXJYA,Amazon Customer,R2P1ZOKUIQWNZH,Fast charging and length is 3 meters above,Great for the price as compared to similar cables from comparable brands. Got it for a good price during the sale period.,4.1,265
B08NW8GHCJ,"Synqe USB C to USB C 60W Nylon Braided Fast Charging Type C to Type C Cable Compatible with Samsung Galaxy Note 20/Ultra, S20 S22 S21 S20 FE A73 A53 A33 (2M, Black)",Computers&Accessories,USBCables,₹389,₹999,61%,AFZT774FU3LOJGEW7JSAXOD24OBQ,Uzair Drabu,RYIE3APCBZO0M,Used for 10 months,Used this cable for 10 months,4.3,838
B08NW8GHCJ,"Synqe USB C to USB C 60W Nylon Braided Fast Charging Type C to Type C Cable Compatible with Samsung Galaxy Note 20/Ultra, S20 S22 S21 S20 FE A73 A53 A33 (2M, Black)",Computers&Accessories,USBCables,₹389,₹999,61%,AGSEMC5UI32EZO6GAW4KKT5OVMOQ,Ravindra Sistu,RYIE3APCBZO0M,Quality is good,very sturdy,4.3,838
B08NW8GHCJ,"Synqe USB C to USB C 60W Nylon Braided Fast Charging Type C to Type C Cable Compatible with Samsung Galaxy Note 20/Ultra, S20 S22 S21 S20 FE A73 A53 A33 (2M, Black)",Computers&Accessories,USBCables,₹389,₹999,61%,AH53RLKODGV2UFIZLUG6BMHDDZNA,Pranav Dhumal,RYIE3APCBZO0M,Good Aftersale Service,really like the cable length.,4.3,838
B08NW8GHCJ,"Synqe USB C to USB C 60W Nylon Braided Fast Charging Type C to Type C Cable Compatible with Samsung Galaxy Note 20/Ultra, S20 S22 S21 S20 FE A73 A53 A33 (2M, Black)",Computers&Accessories,USBCables,₹389,₹999,61%,AHFTNP5NESJTIHQKP47SJV73TNUA,Verified Customer,RYIE3APCBZO0M,Good small cable,I ordered this for my S21 ultra as and it is working same as my original cable... It is charging very fast with my 25W charger.,4.3,838
B09YHLPQYT,Shopoflux Silicone Remote Cover for Mi Smart TV and Mi TV Stick/MI Box S / 3S / MI 4X / 4A Smart LED TV (Black),Electronics,RemoteControls,₹246,₹600,59%,AFQC7LKYCPLAO2WCV74G6AQCPYGA,NITIN BHATTI,R3JYRL1ACWZKKY,Superb quality 👌,Best product and best fitting for remoteValue for moneySoft materials niceI recommend this product👌⭐️⭐️⭐️⭐️Thanks amazon and shopoflux team,4.2,143
B09YHLPQYT,Shopoflux Silicone Remote Cover for Mi Smart TV and Mi TV Stick/MI Box S / 3S / MI 4X / 4A Smart LED TV (Black),Electronics,RemoteControls,₹246,₹600,59%,AELBTZWCD3IGAZLTBXFMB74SLJBQ,madhu,R3JYRL1ACWZKKY,Price very high,Just ok,4.2,143
B09YHLPQYT,Shopoflux Silicone Remote Cover for Mi Smart TV and Mi TV Stick/MI Box S / 3S / MI 4X / 4A Smart LED TV (Black),Electronics,RemoteControls,₹246,₹600,59%,AGEUWYJQ2D7U7S2NLLXE6UEOZRKQ,Daniel Charles,R3JYRL1ACWZKKY,Perfect Snug Fit,so keys are not easy accessible. Though it's not the fault of the cover,4.2,143
B09YHLPQYT,Shopoflux Silicone Remote Cover for Mi Smart TV and Mi TV Stick/MI Box S / 3S / MI 4X / 4A Smart LED TV (Black),Electronics,RemoteControls,₹246,₹600,59%,AFDIGTDJTTB72VVFZGILZDH4IROQ,Ajit parida,R3JYRL1ACWZKKY,Must buy,MI remote keys aren't popped out too much.,4.2,143
B09YHLPQYT,Shopoflux Silicone Remote Cover for Mi Smart TV and Mi TV Stick/MI Box S / 3S / MI 4X / 4A Smart LED TV (Black),Electronics,RemoteControls,₹246,₹600,59%,AGOIORQP7QHLAXDRGTUPAA5TCJEQ,Mohit Gouda,R3JYRL1ACWZKKY,It's a good and solid fit,perfect fit and material feels good,4.2,143
B08YXJJW8H,"LUNAGARIYA®, Protective Case Compatible with JIO Settop Box Remote Control,PU Leather Cover Holder (Before Placing Order,Please Compare The Dimensions of The Product with Your Remote)",Electronics,RemoteControls,₹247,₹399,38%,AHM35ZOWV3MFJWNPDZOGEEHDWCJQ,BRG Goud,R2KMA1FW2QZLZX,Fits the remote correctly,Value for money. Sturdy cover almost like a case.,3.9,200
B08YXJJW8H,"LUNAGARIYA®, Protective Case Compatible with JIO Settop Box Remote Control,PU Leather Cover Holder (Before Placing Order,Please Compare The Dimensions of The Product with Your Remote)",Electronics,RemoteControls,₹247,₹399,38%,AECSY43DVEY6JFCK3RGGCNDWTPDA,Venkureddy remala,R2KMA1FW2QZLZX,Protected remote properly,Useful item,3.9,200
B08YXJJW8H,"LUNAGARIYA®, Protective Case Compatible with JIO Settop Box Remote Control,PU Leather Cover Holder (Before Placing Order,Please Compare The Dimensions of The Product with Your Remote)",Electronics,RemoteControls,₹247,₹399,38%,AFZE7KG2W5XOGLTWA2J4CSAHNXWA,Sacchidanand Pant,R2KMA1FW2QZLZX,Good Quality but Slightly Pricey!!,Quality of the remote cover is quite good and it should be able to provide decent drop protection (as long as your remote doesn't land face first).It is slightly expensive though (should have been around ₹200 only) but does get the job done. Go for it if you wish to protect your Jio Set Top box remote.,3.9,200
B08YXJJW8H,"LUNAGARIYA®, Protective Case Compatible with JIO Settop Box Remote Control,PU Leather Cover Holder (Before Placing Order,Please Compare The Dimensions of The Product with Your Remote)",Electronics,RemoteControls,₹247,₹399,38%,AEEZYJZPB2KSAO2LICWVJHFBDZYQ,JOHNSON KACHHAP,R2KMA1FW2QZLZX,Perfect fit,Perfect fit and secure from accidental drops and dust and spills.,3.9,200
B09P8M18QM,7SEVEN® Compatible with Fire Tv Stick Remote with Voice Command Feature Suitable for Second Generation Amazon Fire Tv Stick Remote Only - Pairing Must,Electronics,RemoteControls,"₹1,369","₹2,999",54%,AF4DZ5N3WE57SPWX5PHKFIFPZYAQ,Murali Subramanian,R2D1HX7B0ZNR2Y,But Disappointed,Mute & Power off options not working after 3-4 days,3.3,227
B09P8M18QM,7SEVEN® Compatible with Fire Tv Stick Remote with Voice Command Feature Suitable for Second Generation Amazon Fire Tv Stick Remote Only - Pairing Must,Electronics,RemoteControls,"₹1,369","₹2,999",54%,AE56BTAM4RTX2OYG7NBKUYADHE3Q,MANJUNATHAN A,R2D1HX7B0ZNR2Y,Have to press buttons harder,Item is a perfect replacement for my Generation 2 Amazon Firestick,3.3,227
B09P8M18QM,7SEVEN® Compatible with Fire Tv Stick Remote with Voice Command Feature Suitable for Second Generation Amazon Fire Tv Stick Remote Only - Pairing Must,Electronics,RemoteControls,"₹1,369","₹2,999",54%,AHHQN2SYFUS6YB7LD7UTB5FRTYGQ,PRABUDDHA BHATTACHARYA,R2D1HX7B0ZNR2Y,Very expensive,The Remote is working fine,3.3,227
B09P8M18QM,7SEVEN® Compatible with Fire Tv Stick Remote with Voice Command Feature Suitable for Second Generation Amazon Fire Tv Stick Remote Only - Pairing Must,Electronics,RemoteControls,"₹1,369","₹2,999",54%,AHPSG666QPH6YL6GI2LRLFEQSI4Q,highly critical,R2D1HX7B0ZNR2Y,Not working properly after one month,but we have to press the buttons harder. sometimes more than once.,3.3,227
B09P8M18QM,7SEVEN® Compatible with Fire Tv Stick Remote with Voice Command Feature Suitable for Second Generation Amazon Fire Tv Stick Remote Only - Pairing Must,Electronics,RemoteControls,"₹1,369","₹2,999",54%,AGBGJCAVRX6E476FNYSSOIYPGHPA,Amazon Customer,R2D1HX7B0ZNR2Y,Product quality,Remote is working fine for amazon 2nd generation fire stick ...but it is very expensive and they don't even provide batteries with remote,3.3,227
B08BG4M4N7,"PRUSHTI COVER AND BAGS, Protective Case for Airtel Xstream settop Box Remote Remote Control Pouch Cover Holder PU Leather Cover Holder(only Cover for Selling Purpose)",Electronics,RemoteControls,₹199,₹499,60%,AED7TRAUSBC6ZNGG5Y6OIPXINVEA,KARTHIK,RSAWD2O7MGQHQ,Good protective cover fo Airtel Xtreme settop box remote,It's good Airtel Xtreme set top box cover. It's had some thickness and protective Go for it!,3.8,538
B08BG4M4N7,"PRUSHTI COVER AND BAGS, Protective Case for Airtel Xstream settop Box Remote Remote Control Pouch Cover Holder PU Leather Cover Holder(only Cover for Selling Purpose)",Electronics,RemoteControls,₹199,₹499,60%,AFQA55ZPGBR7T7CLIKCCRHEDDDIA,Ajay kumar maurya,RSAWD2O7MGQHQ,Expensive,Expensive,3.8,538
B08BG4M4N7,"PRUSHTI COVER AND BAGS, Protective Case for Airtel Xstream settop Box Remote Remote Control Pouch Cover Holder PU Leather Cover Holder(only Cover for Selling Purpose)",Electronics,RemoteControls,₹199,₹499,60%,AET5HI2MQ7ULIQI6M246745L3F2Q,Gaurav Thakur,RSAWD2O7MGQHQ,Very uncomfortable to use,Very uncomfortable to use.,3.8,538
B07VJ9ZTXS,Aine HDMI Male to VGA Female Video Converter Adapter Cable (Black),Electronics,HDMICables,₹299,₹599,50%,AEX73DBTINDK4QCFTA6LM3TQCWXA,Anant Rao Kandikuppa,RGV3TPWIES7KM,Sturdy,so the fit is perfect.Since this is an adapter only,4.0,171
B084872DQY,Mi 80 cm (32 inches) HD Ready Android Smart LED TV 4A PRO | L32M5-AL (Black),Electronics,SmartTelevisions,"₹14,999","₹14,999",0%,AF22S3IGZ42YVFNOUDYNCLY4PPQA,Rathod Ganesh.,R1OHBRJRE6GHDZ,Good product,Good product,4.3,"27,508"
B084872DQY,Mi 80 cm (32 inches) HD Ready Android Smart LED TV 4A PRO | L32M5-AL (Black),Electronics,SmartTelevisions,"₹14,999","₹14,999",0%,AGXGNV2SG2KY4LW4NEOUHYHRYMBA,Pankaj,R1OHBRJRE6GHDZ,Average,Average,4.3,"27,508"
B084872DQY,Mi 80 cm (32 inches) HD Ready Android Smart LED TV 4A PRO | L32M5-AL (Black),Electronics,SmartTelevisions,"₹14,999","₹14,999",0%,AFKK5EPGR2CMH2TV2EUSQM4END4A,S Anil Babu,R1OHBRJRE6GHDZ,Facing Sound/Audio Problem after 12 days of installation only - Please don't buy it,In simple words,4.3,"27,508"
B084872DQY,Mi 80 cm (32 inches) HD Ready Android Smart LED TV 4A PRO | L32M5-AL (Black),Electronics,SmartTelevisions,"₹14,999","₹14,999",0%,AET4Z7TNR2S4KEE6OHUGLTJQMNFA,Recardo,R1OHBRJRE6GHDZ,Good,seems majority of good review/ratings are paid ones. These are cheating us,4.3,"27,508"
B00GGGOYEU,Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers (150cm - 1.5M),Computers&Accessories,USBCables,₹299,₹699,57%,AGMIGAXQAVXGZR4S2UHUNBUGQ76A,pritam,R2RT36U5W9GRK6,Good,Worth its value,3.9,"1,454"
B00GGGOYEU,Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers (150cm - 1.5M),Computers&Accessories,USBCables,₹299,₹699,57%,AHDVBO5VEZENUC2QNSSZSNYW4ZXQ,Hriday Gohel,R2RT36U5W9GRK6,Very good product. Satisfied with the performance.,Good,3.9,"1,454"
B00GGGOYEU,Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers (150cm - 1.5M),Computers&Accessories,USBCables,₹299,₹699,57%,AHYDE266M6GFYYUA65OOK6NJSTPQ,Gulab Yadav,R2RT36U5W9GRK6,will get job done,Very good product and value for money. Satisfied with the performance.,3.9,"1,454"
B00GGGOYEU,Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers (150cm - 1.5M),Computers&Accessories,USBCables,₹299,₹699,57%,AGLDRTUTXKGPR2GM3QZ53LGRKPIA,Nitin Jena,R2RT36U5W9GRK6,Good,wont cure cancer its simple cable nothing much to expect,3.9,"1,454"
B08FD2VSD9,TCL 108 cm (43 inches) 4K Ultra HD Certified Android Smart LED TV 43P615 (Black),Electronics,SmartTelevisions,"₹24,990","₹51,990",52%,AGJ42BXEHWTZHDEWDT6WH6PRY62A,ESAMPALLI ANUDEEP,R369A5WFHNY685,Best one,Best but slow response from tv,4.2,"2,951"
